DOI,Tortured Phrases,filename
10.1109/iceca52323.2021.9676089,bunching strategies • directing convention • steering convention • steering table AND network,iceca52323.2021.9676089.pdf
10.1109/icrito51393.2021.9596288,coronary illness • irresistible illnesses • tainted patients • social removing AND COVID • social separating AND COVID,icrito51393.2021.9596288.pdf
10.1109/icrito51393.2021.9596390,Wavelet change • computerized reasoning • enthusiastic condition • enthusiastic state • feeling acknowledgment • highlight extraction • man-made brainpower • profound convolutional,icrito51393.2021.9596390.pdf
10.1109/icosec51865.2021.9591945,blunder rate • bogus up-sides • genuine esteemed • help vector machine • inclination plummet • pre-preparing • slope plunge • strategic relapse,icosec51865.2021.9591945.pdf
10.1109/3ict53449.2021.9582060,K-closest neighbors • affectability and particularity • arbitrary timberland • counterfeit neural • direct relapse • exactness accuracy~5 • innocent Bayes • strategic relapse,3ict53449.2021.9582060.pdf
10.1109/icscan53069.2021.9526380,bosom malignancy • enactment work • mind tumor • preparation information • profound convolutional • profound learning AND deep learning,icscan53069.2021.9526380.pdf
10.1109/icces51350.2021.9489084,attractive reverberation • highlight extraction • pre-handling • pre-preparing • profound learning AND deep learning,icces51350.2021.9489084.pdf
10.1109/incet51464.2021.9456293,dimensionality decrease • enactment work • head part examination • highlight extraction • slope plunge • profound learning AND deep learning,incet51464.2021.9456293.pdf
10.1109/iciss49785.2020.9315896,fake neural • haze registering • maturing populace • mist figuring • mist registering • pre-handling • secret layer • vitality utilization,iciss49785.2020.9315896.pdf
10.1109/rteict49044.2020.9315663,directing convention • essentialness capable • self sorting out • specially appointed system • steering convention • vitality effective • vitality utilization • steering table AND network,rteict49044.2020.9315663.pdf
10.1109/cicn49253.2020.9242606,Wavelet change • bunching clustering~20 • computerized reasoning • crude information • discrete cosine change • fake neural • fluffy rationale • man-made brainpower,cicn49253.2020.9242606.pdf
10.1109/icosec49089.2020.9215368,arbitrary timberland • back vector machine • exactness accuracy~5 • gatherings clustering~10 • manufactured neural • molecule swarm,icosec49089.2020.9215368.pdf
10.1109/idea49133.2020.9170718,hereditary calculation • man-made reasoning • pre-handling • specially appointed system • subterranean insect settlement • untamed life • versatile hub • vitality productivity,idea49133.2020.9170718.pdf
10.1109/icict48043.2020.9112382,arbitrary backwoods • bolster vector machine • bolster vector relapse • choice tree • counterfeit neural • irregular forests (RF) • irregular woodland • preparation information,icict48043.2020.9112382.pdf
10.1109/cisct46613.2019.9008140,arbitrary timberland • as pursues • choice timberland • choice tree • crude information • exactness and review • irregular woodland • prescient model,cisct46613.2019.9008140.pdf
10.1109/ispcc48220.2019.8988327,ROC twist • as pursues • malignant hub • noxious hub • pernicious hub • pre-handling • steering convention • steering table AND network,ispcc48220.2019.8988327.pdf
10.1109/worlds4.2018.8611592,Parkinson's illness • Parkinson's sickness • enlarged reality • keen home • misfortune rate • shrewd metering • vitality utilization • brilliant AND keen AND savvy AND shrewd,worlds4.2018.8611592.pdf
10.1109/tel-net.2017.8343567,affectability and specificity • genuine positive TP~5 • heart ailments • highlight extraction • k-infers grouping,tel-net.2017.8343567.pdf
10.1109/iconstem.2017.8261261,ceaseless ailment • choice emotionally supportive • fluffy framework • hereditary calculation • information digging • k-implies calculation,iconstem.2017.8261261.pdf
10.1109/iceeot.2016.7755657,attractive reverberation • bosom disease • bosom growth • bosom malignancy • pre-preparing • restorative imaging,iceeot.2016.7755657.pdf
10.1109/icmete.2016.56,computerized reasoning • enthusiastic condition • facial acknowledgement OR facial acknowledgment • highlight extraction • shrouded layer • sigmoid capacity • yield layer AND neural • back proliferation AND neural,icmete.2016.56.pdf
10.1109/cesys.2016.7889906,K-closest neighbors • blunder rate • crude information • hereditary calculation • sigmoid capacity • transcribed digit • content arrangement AND classification • preparing information AND (training set OR training dataset),cesys.2016.7889906.pdf
10.1109/icoei48184.2020.9142959,K-closest neighbors • choice tree • gullible Bayes • innocent Bayes • organ disappointment • pre-handling • strategic relapse,icoei48184.2020.9142959.pdf
10.1109/iccsp48568.2020.9182065,highlight extraction • highlights are extricated • k-implies bunching • k-implies grouping • plant ailments • pre-handling • pre-preparing,iccsp48568.2020.9182065.pdf
10.1109/ctems.2018.8769173,DDoS assault • as pursues • exactness accuracy~5 • k-implies grouping • preparation dataset,ctems.2018.8769173.pdf
10.1109/icaccs48705.2020.9074428,cross breed model • help vector machine • preparation dataset • symphonious mean,icaccs48705.2020.9074428.pdf
10.1109/icoei.2017.8300768,actuation work • concealed layer • coronary illness • k-implies bunching • molecule swarm • swarm streamlining • yield layer AND neural,icoei.2017.8300768.pdf
10.1109/worlds450073.2020.9210417,fluffy rationale • hereditary calculation • man-made reasoning • maturing populace,worlds450073.2020.9210417.pdf
10.1109/vitecon.2019.8899463,concealed layer • convolution neural system • counterfeit neural • direct backslide • fake neural • straight relapse • yield layer AND neural,vitecon.2019.8899463.pdf
10.1109/icirca51532.2021.9544551,arbitrary backwoods • exactness accuracy~5 • pre-handling • prescient exactness • shrouded layer • yield layer AND neural • layer yields AND neural network,icirca51532.2021.9544551.pdf
10.1109/iccic.2015.7435775,brilliant lattice • directing convention • insusceptible framework • keen lattice • remaining vitality • steering convention • vitality utilization,iccic.2015.7435775.pdf
10.1109/iccmc.2017.8282710,Wavelet change • highlight extraction • monetary misfortunes • pre-preparing,iccmc.2017.8282710.pdf
10.1109/iceca49313.2020.9297510,help vector machine • squared blunder • strategic relapse • tainted individuals • social removing AND COVID • profound learning AND deep learning • social separating AND COVID,iceca49313.2020.9297510.pdf
10.1109/eti4.051663.2021.9619414,fluffy framework • fluffy induction • hereditary calculation • malevolent hub • noxious hub • pernicious hub • steering convention,eti4.051663.2021.9619414.pdf
10.1109/icrito.2015.7359290,directing convention • imperativeness successful • information recuperation • inquiry dialect • steering convention • vitality efficiency • vitality utilization,icrito.2015.7359290.pdf
10.1109/iconstem.2017.8261424,bolster vector machine • convolution neural system • convolutional neural system • least-squares relapse • locale of intrigue • restorative imaging • speculation execution,iconstem.2017.8261424.pdf
10.1109/icts.2019.8850956,concealed neuron • preparation information • shrouded neuron • square blunder • square mistake • squared mistake • back proliferation AND neural,icts.2019.8850956.pdf
10.1109/idap.2019.8875934,blunder rate • bolster vector machine • convolutional neural system • highlight extraction • profound convolutional • back engendering AND neural • content arrangement AND classification,idap.2019.8875934.pdf
10.1109/iciict1.2019.8741466,arbitrary strolls • astute gadget • bolster vector machine • feeling registering • figuring asset • highlights are extricated • summon line,iciict1.2019.8741466.pdf
10.1109/ic-etite47903.2020.385,directing convention • insusceptible framework • molecule swarm • resistant framework • swarm improvement • vitality utilization • enhancement calculation AND optimiz*,ic-etite47903.2020.385.pdf
10.1109/icsss49621.2020.9202338,directing convention • misfortune rate • organize lifetime • parcel misfortune • specially appointed system • steering convention • vitality utilization,icsss49621.2020.9202338.pdf
10.1109/icstcee49637.2020.9277314,calculated relapse • coronary illness • dimensionality decrease • exactness accuracy~5 • preparation dataset • self sorting out • strategic relapse,icstcee49637.2020.9277314.pdf
10.1109/icais50930.2021.9395939,content-to-discourse • feeling recognition • man-made brainpower • man-made consciousness • man-made reasoning • self-ruling driving • picture acknowledgment AND image recognition,icais50930.2021.9395939.pdf
10.1109/iccmc53470.2022.9753734,actuation work • attractive reverberation • discourse acknowledgement OR discourse acknowledgment • enactment work • morphological administrator • pre-handling • registered tomography,iccmc53470.2022.9753734.pdf
10.1109/sysmart.2016.7894498,extricated highlights • facial acknowledgement OR facial acknowledgment • highlight extraction • pre-preparing • picture highlights AND image features,sysmart.2016.7894498.pdf
10.1109/icos.2016.7881988,concealed layer • coveted yield • crude information • educated assent • shrouded layer • yield layer AND neural • preparing information AND (training set OR training dataset),icos.2016.7881988.pdf
10.1109/iceeccot.2017.8284513,choice tree • directing convention • figuring asset • parcel misfortune • specially appointed system • steering convention • vitality utilization,iceeccot.2017.8284513.pdf
10.1109/icecds.2017.8389566,concealed layer • pre-preparing • preparation information • shrouded layer • sigmoid capacity • warmth source • yield layer AND neural,icecds.2017.8389566.pdf
10.1109/i-smac.2018.8653648,directing convention • middle of the road hub • specially appointed system • steering convention • versatile hub • vitality utilization • steering table AND network,i-smac.2018.8653648.pdf
10.1109/iss1.2019.8907973,as pursues • disappointment rate,iss1.2019.8907973.pdf
10.1109/iccmc51019.2021.9418321,blunder rate • misfortune rate • molecule swarm • parcel misfortune • swarm improvement • vitality productivity • vitality utilization,iccmc51019.2021.9418321.pdf
10.1109/widstaif52235.2021.9430201,10-crease cross • Fourier change • pre-preparing • yield layer AND neural • move learning AND transfer learning,widstaif52235.2021.9430201.pdf
10.1109/icosec51865.2021.9591714,figuring asset • misfortune rate • parcel misfortune • enhancement calculation AND optimiz*,icosec51865.2021.9591714.pdf
10.1109/ispcc53510.2021.9609353,chest torment • coronary illness • driving reason • exactness accuracy~5 • heart sickness • high-exactness • brilliant AND keen AND savvy AND shrewd,ispcc53510.2021.9609353.pdf
10.1109/iceet53442.2021.9659564,crude information • highlight extraction • parcel misfortune • savvy phones • therapeutic gadgets,iceet53442.2021.9659564.pdf
10.1109/dasa53625.2021.9682225,bunching strategies • hereditary calculation • k-implies bunching • k-implies calculation • k-implies grouping • support vector relapse • working framework AND operating system,dasa53625.2021.9682225.pdf
10.1109/icais53314.2022.9742974,bogus positive FP~5 • highlight portrayal • lung knob • secret layer • yield layer AND neural • layer yields AND neural network • profound learning AND deep learning,icais53314.2022.9742974.pdf
10.1109/itc-egypt55520.2022.9855746,DNA grouping • counterfeit neural • pre-handling • secret layer • square blunder • squared blunder • sulfuric corrosive,itc-egypt55520.2022.9855746.pdf
10.1109/iciem54221.2022.9853185,arbitrary timberland • choice tree • direct relapse • gullible Bayes • irregular backwoods • preparation information • straight relapse,iciem54221.2022.9853185.pdf
10.1109/iciem54221.2022.9853176,haze figuring • haze registering • man in the center • man-made reasoning • mist figuring • mist registering • shrewd gadget,iciem54221.2022.9853176.pdf
10.1109/icces54183.2022.9835875,administered AI • arbitrary backwoods • calculated relapse • choice tree • head part examination • mean outright mistake • strategic relapse,icces54183.2022.9835875.pdf
10.1109/icces54183.2022.9835820,crude information • information digging • man-made brainpower,icces54183.2022.9835820.pdf
10.1109/icacite53722.2022.9823925,electronic wellbeing records • man-made brainpower • man-made consciousness • man-made reasoning • nucleic corrosive • prescient framework • prescient model,icacite53722.2022.9823925.pdf
10.1109/icacite53722.2022.9823841,electronic wellbeing records • man-made brainpower • man-made consciousness • man-made reasoning • nucleic corrosive • prescient framework • prescient model,icacite53722.2022.9823841.pdf
10.1109/icacite53722.2022.9823825,intermittent neural organizations • man-made brainpower • man-made consciousness • pre-handling • web scratching • profound learning AND deep learning • back proliferation AND neural,icacite53722.2022.9823825.pdf
10.1109/icacite53722.2022.9823806,discourse acknowledgement OR discourse acknowledgment • penmanship acknowledgment • profound neural organization • regular language handling • transcribed digit • profound learning AND deep learning • picture acknowledgment AND image recognition,icacite53722.2022.9823806.pdf
10.1109/i2ct54291.2022.9825178,exactness accuracy~5 • molecule swarm • pre-handling • profound convolutional • swarm streamlining • preparation stage AND training stage • profound learning AND deep learning,i2ct54291.2022.9825178.pdf
10.1109/i2ct54291.2022.9825082,enactment work • fake neural • plant ailments • pre-handling • profound convolutional • strategic relapse • totally related layer,i2ct54291.2022.9825082.pdf
10.1109/incet54531.2022.9824728,accuracy esteem • bunching strategies • exactness accuracy~5 • preparation information • unaided AI • unaided ML • unaided machine learning,incet54531.2022.9824728.pdf
10.1109/icaect54875.2022.9807928,DDoS assault • brilliant contract • computerized reasoning • electronic wellbeing records • man-made brainpower • savvy contract • shrewd contract,icaect54875.2022.9807928.pdf
10.1109/icaaic53929.2022.9793293,machine insight • preparation dataset,icaaic53929.2022.9793293.pdf
10.1109/iciccs53718.2022.9788362,facial acknowledgement OR facial acknowledgment • facial highlights • feeling acknowledgment • pre-preparing • profound learning AND deep learning,iciccs53718.2022.9788362.pdf
10.1109/iciccs53718.2022.9788208,actuation work • calculated relapse • individuals bite the dust • liver disappointment • liver sickness • strategic relapse • back spread AND neural,iciccs53718.2022.9788208.pdf
10.1109/icaccs54159.2022.9785314,DDoS assault • malevolent hub • malignant hub • misfortune rate • noxious hub • parcel misfortune • pernicious hub,icaccs54159.2022.9785314.pdf
10.1109/icaccs54159.2022.9785170,Mel Recurrence Cepstral • choice emotionally supportive • creature models • man-made reasoning • untamed life,icaccs54159.2022.9785170.pdf
10.1109/icsss54381.2022.9782278,K-closest neighbors • casing picture~3 • counterfeit neural • plant ailments • pre-handling • preparation information • back proliferation AND neural,icsss54381.2022.9782278.pdf
10.1109/icoei53556.2022.9777102,choice tree • fluffy rationale • relapse strategies AND regression,icoei53556.2022.9777102.pdf
10.1109/iciptm54933.2022.9753885,bogus up-sides • hereditary calculation • k-implies grouping • misfortune rate • parcel misfortune • cloud climate AND wireless • working framework AND operating system,iciptm54933.2022.9753885.pdf
10.1109/icears53579.2022.9752392,actuation work • blunder rate • bogus negative FN~5 • exactness and review • long momentary memory • back spread AND neural • preparation stage AND training stage,icears53579.2022.9752392.pdf
10.1109/icears53579.2022.9752389,discourse acknowledgement OR discourse acknowledgment • prescient model • prescient quality • sigmoid capacity • time skylines • yield layer AND neural • profound learning AND deep learning,icears53579.2022.9752389.pdf
10.1109/iccmc53470.2022.9753718,Fourier change • affectability and specificity • counterfeit neural • highlight extraction • innocent Bayes • profound convolutional • profound learning AND deep learning,iccmc53470.2022.9753718.pdf
10.1109/iccci54379.2022.9740939,Fourier change • Fourier rework • discourse acknowledgement OR discourse acknowledgment • discourse handling • exactness and review • preparation information • profound learning AND deep learning,iccci54379.2022.9740939.pdf
10.1109/iccci54379.2022.9740779,enactment work • highlight extraction • intermittent neural organizations • preparation dataset • profound convolutional • profound neural organization • profound learning AND deep learning,iccci54379.2022.9740779.pdf
10.1109/icais53314.2022.9743038,fluffy logical • pre-handling • profound learning AND deep learning,icais53314.2022.9743038.pdf
10.1109/fabs52071.2021.9702574,attractive reverberation • coronary corridor • coronary course • coronary illness • figured tomography • pre-preparing • supply route AND artery,fabs52071.2021.9702574.pdf
10.1109/icic53490.2021.9691506,bolster vector machine • convolutional neural system • exactness accuracy~5 • fluffy rationale • high-exactness • highlight extraction • back spread AND neural,icic53490.2021.9691506.pdf
10.1109/smart52563.2021.9676207,fluffy rationale • shrewd city • shrewd gadget • brilliant AND keen AND savvy AND shrewd,smart52563.2021.9676207.pdf
10.1109/icaeca52838.2021.9675741,high-exactness • polymerase chain response • pre-preparing • profound convolutional • profound learning AND deep learning,icaeca52838.2021.9675741.pdf
10.1109/ictai53825.2021.9673442,directing convention • fluffy rationale • shrewd home • steering convention • brilliant AND keen AND savvy AND shrewd,ictai53825.2021.9673442.pdf
10.1109/eti4.051663.2021.9619201,big-time salary • credulous Bayes • high-exactness • man-made consciousness • mean supreme blunder • prescient model • preparing information AND (training set OR training dataset),eti4.051663.2021.9619201.pdf
10.1109/ispcc53510.2021.9609488,approval dataset • blunder rate • bosom tumor • exactness accuracy~5 • high-exactness • highlight extraction • preparation dataset,ispcc53510.2021.9609488.pdf
10.1109/icrito51393.2021.9596273,computerized reasoning • hereditary calculation • keen home • man-made brainpower • man-made consciousness • man-made reasoning • profound learning AND deep learning,icrito51393.2021.9596273.pdf
10.1109/icrito51393.2021.9596247,backing vector machine • counterfeit news • pre-handling,icrito51393.2021.9596247.pdf
10.1109/icspc51351.2021.9451670,condition of-craftsmanship • information recuperation • pre-handling • preparation information,icspc51351.2021.9451670.pdf
10.1109/icaccs51430.2021.9442047,extricated highlights • hereditary calculation • highlight extraction • irresistible illnesses • k-infers clustering,icaccs51430.2021.9442047.pdf
10.1109/iccmc51019.2021.9418384,arbitrary timberland • choice timberland • choice tree • extricated highlights • facial highlights • hereditary calculation • youthful grown-ups,iccmc51019.2021.9418384.pdf
10.1109/iccike51210.2021.9410732,acoustic highlights • administered AI • bolster vector machine • concealed Markov • concealed layer • discourse acknowledgement OR discourse acknowledgment • preparation dataset,iccike51210.2021.9410732.pdf
10.1109/icais50930.2021.9396009,directing convention • fluffy rationale • hereditary calculation • steering convention • steering table AND network,icais50930.2021.9396009.pdf
10.1109/iccakm46823.2020.9051487,bunching clustering~20 • leftover vitality • remaining vitality • specially appointed system • versatile hub • vitality effective • vitality utilization,iccakm46823.2020.9051487.pdf
10.1109/iciss49785.2020.9315876,cardiovascular breakdown • pre-handling • prescient model • profound learning AND deep learning,iciss49785.2020.9315876.pdf
10.1109/icstcee49637.2020.9277006,bolster vector machine • choice tree • convolutional neural system • credulous Bayes • eye ailments • irregular backwoods • profound learning AND deep learning,icstcee49637.2020.9277006.pdf
10.1109/idea49133.2020.9170692,actuation work • convolutional neural system • man-made brainpower • pre-handling • supposition examination • profound learning AND deep learning • content arrangement AND classification,idea49133.2020.9170692.pdf
10.1109/icces48766.2020.9138006,directing convention • essentialness capable • imperativeness capable • specially appointed system • steering convention • vitality effective • vitality utilization,icces48766.2020.9138006.pdf
10.1109/iccci48352.2020.9104192,feeling acknowledgment • grouping errand • programming bundle • speaker autonomous • speaker-autonomous,iccci48352.2020.9104192.pdf
10.1109/iceeccot46775.2019.9114804,arbitrary woodland • as pursues • bolster vector machine • credulous Bayes • half-breed calculation • learning revelation in databases • preparation information,iceeccot46775.2019.9114804.pdf
10.1109/punecon46936.2019.9105768,directing convention • self sorting out • steering convention • versatile hub • vitality productivity • vitality utilization • steering table AND network,punecon46936.2019.9105768.pdf
10.1109/icssit46314.2019.8987843,counterfeit neural • direct relapse • highlight extraction • likelihood appropriation • pre-handling • prescient model • strategic relapse,icssit46314.2019.8987843.pdf
10.1109/iconstem.2019.8918831,coveted yield • inclination plummet • k-implies calculation • k-implies grouping • sigmoid capacity • yield layer AND neural • back proliferation AND neural,iconstem.2019.8918831.pdf
10.1109/icirca.2018.8597203,K-closest neighbors • back likelihood • bolster vector machine • credulous Bayes • electronic wellbeing records • high-exactness • highlight extraction,icirca.2018.8597203.pdf
10.1109/cesys.2018.8724083,bunching clustering~20 • crude information • gatherings clustering~10 • preparation information • specially appointed system,cesys.2018.8724083.pdf
10.1109/iccubea.2018.8697628,keen home • shrewd home • vitality utilization • brilliant AND keen AND savvy AND shrewd,iccubea.2018.8697628.pdf
10.1109/iccct2.2017.7972280,Fourier change • back likelihood • fast Fourier change • square blunder • square mistake,iccct2.2017.7972280.pdf
10.1109/iciss49785.2020.9315943,malevolent hub • noxious hub • one jump neighbour • pernicious hub,iciss49785.2020.9315943.pdf
10.1109/iccmc51019.2021.9418449,actuation work • counterfeit neural • intermittent neural organizations • profound organizations • layer yields AND neural network • profound learning AND deep learning,iccmc51019.2021.9418449.pdf
10.1109/iconstem.2017.8261291,highlight extraction • mind tumor • pre-handling • restorative imaging • back engendering AND neural • back proliferation AND neural,iconstem.2017.8261291.pdf
10.1109/iceta.2014.7107596,bunching clustering~20 • choice tree • manufactured neural • preparation information • profound learning AND deep learning • relapse strategies AND regression,iceta.2014.7107596.pdf
10.1109/incet49848.2020.9154143,Gaussian blend models • back likelihood • guileless Bayes • profound neural system • spam sifting • supposition examination,incet49848.2020.9154143.pdf
10.1109/icsns.2018.8573688,directing convention • molecule swarm • organize lifetime • swarm streamlining • versatile hub • vitality utilization,icsns.2018.8573688.pdf
10.1109/ccwc51732.2021.9375951,actuation work • choice tree • fluffy rationale • hereditary calculation,ccwc51732.2021.9375951.pdf
10.1109/iccpct.2016.7530316,directing convention • leftover vitality • recurrence band • remaining vitality • vitality productivity • vitality utilization,iccpct.2016.7530316.pdf
10.1109/wccct.2016.68,Wavelet change • highlight extraction • morphological administrator • optical character acknowledgment • pre-handling • pre-preparing,wccct.2016.68.pdf
10.1109/ccwc.2017.7868459,brilliant lattice • keen home • brilliant AND keen AND savvy AND shrewd,ccwc.2017.7868459.pdf
10.1109/iccubea.2018.8697639,K-closest neighbors • direct relapse • random backwoods • slope plunge • square blunder • straight relapse,iccubea.2018.8697639.pdf
10.1109/icpeca47973.2019.8975456,convolutional neural system • high-exactness • limited Boltzmann machine • morphological administrator • pre-handling • profound convolutional,icpeca47973.2019.8975456.pdf
10.1109/iscon47742.2019.9036287,imperativeness capable • man-made brainpower • man-made consciousness • man-made reasoning • remote sensor frameworks • therapeutic gadgets,iscon47742.2019.9036287.pdf
10.1109/icacce46606.2019.9079975,counterfeit neural • discourse acknowledgement OR discourse acknowledgment • flag to clamor • pre-handling • pre-preparing • square blunder,icacce46606.2019.9079975.pdf
10.1109/iciccs48265.2020.9121074,extricated highlights • highlight extraction • highlights are extricated • k-implies calculation • recognizing confirmation • untamed life,iciccs48265.2020.9121074.pdf
10.1109/icaccs48705.2020.9074472,bolster vector machine • help vector machine • highlight extraction • pre-handling • return misfortune • viewpoint proportion,icaccs48705.2020.9074472.pdf
10.1109/icetietr.2018.8529037,crude information • sound flag • worldwide situating framework • brilliant AND keen AND savvy AND shrewd • corridor impact AND (magnetic OR voltage OR sensor) • versatile correspondence AND network,icetietr.2018.8529037.pdf
10.1109/i-smac.2018.8653654,Alzheimer's ailment • arbitrary timberland • coronary illness • help vector machine • keen home • profound learning AND deep learning,i-smac.2018.8653654.pdf
10.1109/icces45898.2019.9002289,K-closest neighbors • as pursues • choice tree • likelihood esteem • observational examination • sigmoid capacity,icces45898.2019.9002289.pdf
10.1109/icscan49426.2020.9262411,vitality utilization • vitality utilize • worldwide temperature alteration • brilliant AND keen AND savvy AND shrewd,icscan49426.2020.9262411.pdf
10.1109/iccmc51019.2021.9418386,counterfeit neural • customary strategies • fake neural • fluffy C implies • help vector machine • profound learning AND deep learning,iccmc51019.2021.9418386.pdf
10.1109/ngct.2016.7877501,dimensionality decrease • highlight extraction • manufactured neural • particular worth disintegration • penmanship acknowledgment • yield layer AND neural,ngct.2016.7877501.pdf
10.1109/icaee.2017.8255335,fluffy rationale • highlight extraction • observational examination • perplexity lattice • back spread AND neural • back engendering AND neural,icaee.2017.8255335.pdf
10.1109/icait47043.2019.8987328,area of enthusiasm • counterfeit neural • exactness accuracy~5 • information recuperation • lung knob • back proliferation AND neural,icait47043.2019.8987328.pdf
10.1109/incces47820.2019.9167741,convolutional neural system • fake neural • shrouded layer • speculation capacity • layer yields AND neural network • profound learning AND deep learning,incces47820.2019.9167741.pdf
10.1109/ice348803.2020.9122859,as pursues • condition of-craftsmanship • discourse acknowledgement OR discourse acknowledgment • pre-preparing • square mistake • yield layer AND neural,ice348803.2020.9122859.pdf
10.1109/incet49848.2020.9154030,assist vector machine • fake neural • figured tomography • lung knob • profound neural system • profound learning AND deep learning,incet49848.2020.9154030.pdf
10.1109/iccmc51019.2021.9418031,facial highlights • feeling acknowledgment • man-made reasoning • pre-handling • profound organizations • profound learning AND deep learning,iccmc51019.2021.9418031.pdf
10.1109/icccnt51525.2021.9580112,K-closest neighbors • binary grouping • calculated relapse • center pay nations • exactness accuracy~5 • prescient model,icccnt51525.2021.9580112.pdf
10.1109/icaccaf.2017.8344699,counterfeit consciousness • crude information • exactness accuracy~5 • information digging • information recuperation • content arrangement AND classification,icaccaf.2017.8344699.pdf
10.1109/vitecon.2019.8899464,keen gadget • shrewd gadget • shrewd home • brilliant AND keen AND savvy AND shrewd,vitecon.2019.8899464.pdf
10.1109/i-smac47947.2019.9032607,bosom disease • bosom malignancy • bosom malignant • bosom tumor • convolutional neural system • profound convolutional,i-smac47947.2019.9032607.pdf
10.1109/icaccs48705.2020.9074268,caliber of administration • directing convention • middle of the road hub • pernicious hub • specially appointed system • steering convention,icaccs48705.2020.9074268.pdf
10.1109/icaccs48705.2020.9074313,counterfeit neural • direct relapse • pre-preparing • prescient exactness • speculation capacity • straight relapse,icaccs48705.2020.9074313.pdf
10.1109/bibm49941.2020.9313197,Gaussian combination models • MFCC highlights • Mel Recurrence Cepstral • arbitrary woods • shrouded Markov • uphold vector machine,bibm49941.2020.9313197.pdf
10.1109/icpects49113.2020.9337018,extreme intense respiratory • pre-handling • preparation information • profound convolutional • profound learning AND deep learning • social separating AND COVID,icpects49113.2020.9337018.pdf
10.1109/iiceta51758.2021.9717458,keen lattice • man-made consciousness • recurrence band,iiceta51758.2021.9717458.pdf
10.1109/icgciot.2015.7380615,directing convention • outwardly debilitated • remaining vitality • specially appointed system • steering convention • steering table AND network,icgciot.2015.7380615.pdf
10.1109/iccmc.2017.8282623,Wavelet change • facial acknowledgement OR facial acknowledgment • highlight extraction • indistinguishable twins • recognizable proof mode • shrouded Markov,iccmc.2017.8282623.pdf
10.1109/isces.2018.8340543,blunder rate • counterfeit neural • enactment work • fake neural • programming bundle • shrouded neuron,isces.2018.8340543.pdf
10.1109/iccci.2018.8441272,chest torment • coronary course • coronary illness • heart assault • pre-preparing • supply route AND artery,iccci.2018.8441272.pdf
10.1109/icssit46314.2019.8987807,arbitrary woods • bolster vector machine • man-made consciousness • man-made reasoning,icssit46314.2019.8987807.pdf
10.1109/icssit46314.2019.8987919,Gaussian appropriations • dimensionality decrease • facial highlights • help vector machine • pre-handling • talk affirmation,icssit46314.2019.8987919.pdf
10.1109/esci48226.2020.9167518,counterfeit neural • dimensionality decrease • fluffy strategy • hereditary calculation,esci48226.2020.9167518.pdf
10.1109/icais50930.2021.9395780,DDoS assault • crude information • figuring asset • haze registering • keen contract • versatile hub,icais50930.2021.9395780.pdf
10.1109/esci53509.2022.9758241,PC upheld • arbitrary timberland • choice tree • hereditary calculation • highlight extraction • middle of the road hub,esci53509.2022.9758241.pdf
10.1109/cast.2016.7914930,k-implies bunching • k-implies grouping • PC helped AND (be that as it OR on the off chance),cast.2016.7914930.pdf
10.1109/iceeot.2016.7754821,Wavelet change • bolster vector relapse • direct blend • outwardly debilitated • sign to clamor • squared mistake,iceeot.2016.7754821.pdf
10.1109/iceeot.2016.7755294,ailment movement • bolster vector machine • fluffy C implies • k-implies calculation • kidney disappointment • sound individuals,iceeot.2016.7755294.pdf
10.1109/icpcsi.2017.8391902,directing convention • disavowal of administration • middle of the road hub • specially appointed system • steering convention • vitality utilization,icpcsi.2017.8391902.pdf
10.1109/icsns.2018.8573603,Versatile Ad-hoc Network • directing convention • middle of the road hub • pernicious hub • versatile hub • vitality utilization,icsns.2018.8573603.pdf
10.1109/i-smac.2018.8653688,highlight portrayal • k-implies bunching • profound learning AND deep learning • picture highlights AND image features,i-smac.2018.8653688.pdf
10.1109/iccons.2018.8662903,arrive utilize • brilliant lattice • keen city • vitality productivity • vitality utilization • brilliant AND keen AND savvy AND shrewd,iccons.2018.8662903.pdf
10.1109/cesys.2018.8724106,talked dialect • vitality utilization • versatile stages AND mobile,cesys.2018.8724106.pdf
10.1109/rteict42901.2018.9012423,credulous Bayes • fake neural • highlight extraction • innocent Bayes • kidney sickness • spinal string,rteict42901.2018.9012423.pdf
10.1109/icscan.2019.8878762,exactness accuracy~5 • hereditary calculation • molecule swarm • subterranean insect settlement • subterranean insect state • enhancement calculation AND optimiz*,icscan.2019.8878762.pdf
10.1109/iccike47802.2019.9004387,as pursues • binary grouping • direct relapse • genuine negative TN~5 • genuine positive TP~5 • back engendering AND neural,iccike47802.2019.9004387.pdf
10.1109/iscon47742.2019.9036245,brilliant contract • keen contract • savvy contract • shrewd contract • vitality sparing • brilliant AND keen AND savvy AND shrewd,iscon47742.2019.9036245.pdf
10.1109/icisct49550.2020.9080056,discrete cosine change • exactness accuracy~5 • neural organize • profound learning AND deep learning,icisct49550.2020.9080056.pdf
10.1109/iccsea49143.2020.9132872,concealed layer • recurrence band • return misfortune • shrouded layer • yield layer AND neural • layer yields AND neural network,iccsea49143.2020.9132872.pdf
10.1109/icesc48915.2020.9155920,crude information • highlight extraction,icesc48915.2020.9155920.pdf
10.1109/icssit48917.2020.9214180,genuine esteemed • preparation information • speculation capacity • speculation execution • squared mistake • thyroid knob,icssit48917.2020.9214180.pdf
