All Tips,Altmetric,Assessor,Citations,DOI,Detector,Doctype,PubPeer Users,Publisher,Title,Tortured Phrases,Venue,Year
10,0,Invitation for human assessors,0,10.1109/icacite53722.2022.9823533,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Computer Vision-Based Detection and Recognition Model of Objects for any Autonomous Systems in Low Illumination Condition,computerized reasoning • counterfeit neural • exactness accuracy~5 • facial acknowledgement OR facial acknowledgment • head part examination • help vector machine • high-exactness • highlight extraction • profound organizations • profound learning AND deep learning,2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),2022
10,0,Invitation for human assessors,0,10.1109/incet54531.2022.9825439,"clayFeet, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Predicting Relapse of the Myocardial Infarction in Hospitalized Patients,cardiovascular breakdown • coronary illness • diastolic circulatory strain • myocardial localized necrosis • random woodland • systolic circulatory strain • supply route AND artery,2022 3rd International Conference for Emerging Technology (INCET),2022
10,0,Invitation for human assessors,0,10.1109/esci53509.2022.9758340,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),An Analytical Perspective for Diabetic Retinopathy Using Convolutional Neural Network,arbitrary woodland • calculated relapse • collector working trademark • direct relapse • fake neural • gullible Bayes • highlight extraction • prescient framework • relapse tree • strategic relapse,2022 International Conference on Emerging Smart Computing and Informatics (ESCI),2022
10,0,Invitation for human assessors,0,10.1109/icais50930.2021.9395793,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Breast Cancer Prediction using Deep Learning Techniques,bosom disease • bosom malignancy • bosom malignant • bosom tumor • choice tree • enactment work • highlight extraction • irregular backwoods • prescient model • strategic relapse,2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS),2021
10,0,Invitation for human assessors,0,10.1109/iccca52192.2021.9666403,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),To predict and Analyze Rail Transit Delay using Neural Networks,calculated relapse • direct relapse • preparation information • speculation capacity • stowed away layers • straight relapse • back spread AND neural • yield layer AND neural,"2021 IEEE 6th International Conference on Computing, Communication and Automation (ICCCA)",2021
10,0,Invitation for human assessors,0,10.1109/icrito51393.2021.9596153,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),A Novel Approach to Identify Age and Gender using Deep Learning,concealed layer • conjugate inclination • crude information • facial acknowledgement OR facial acknowledgment • pre-handling • profound neural system • strategic relapse • yield layer AND neural • back proliferation AND neural • picture acknowledgment AND image recognition,"2021 9th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",2021
10,0,Invitation for human assessors,0,10.1109/icosec51865.2021.9591975,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Implementation of PLL Based Artificial Neural Network Controlled Dynamic Voltage Restorer during Fault and Non-Linear Load,actuation work • counterfeit neural • man-made reasoning • quick Fourier transform • secret layer • sigmoid capacity • square blunder • squared mistake • yield layer AND neural • back proliferation AND neural,2021 2nd International Conference on Smart Electronics and Communication (ICOSEC),2021
10,0,Invitation for human assessors,0,10.1109/icoei51242.2021.9453081,tortured,proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),UTILIZING MACHINE LEARNING ALGORITHMS TO CLASSIFY THE STROKE DISEASE,K-closest neighbors • arbitrary timberland • arbitrary woods • choice tree • crude information • irregular backwoods • pre-handling • pre-preparing • prescient model • slope plunge,2021 5th International Conference on Trends in Electronics and Informatics (ICOEI),2021
10,0,Invitation for human assessors,0,10.1109/iciccs51141.2021.9432289,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Survey Paper on Image Fusion using Hybrid Non-subsampled Contourlet Transform and Neural Network,Wavelet change • attractive reverberation • flag to commotion • motivation commotion • preparation dataset • square blunder • squared mistake • back proliferation AND neural,2021 5th International Conference on Intelligent Computing and Control Systems (ICICCS),2021
10,0,Invitation for human assessors,0,10.1109/icacccn51052.2020.9362795,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Review on QoS Issues in Internet of Things,directing convention • shrewd gadget • steering convention,"2020 2nd International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)",2020
10,0,Invitation for human assessors,0,10.1109/icpects49113.2020.9336965,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Real Time Non-Invasive Continuous Glucose Monitoring Using AI,concealed layer • creature models • discourse acknowledgement OR discourse acknowledgment • highlight extraction • penmanship acknowledgment • shrouded Markov • shrouded layer • yield layer AND neural,"2020 International Conference on Power, Energy, Control and Transmission Systems (ICPECTS)",2020
10,0,Invitation for human assessors,0,10.1109/icssit48917.2020.9214238,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Secure Multicast Group Communications for IoT Applications using WSN,foreswearing of administration • imperativeness usage • programming bundle • remote sensor frameworks • sensor mastermind • vitality utilization,2020 Third International Conference on Smart Systems and Inventive Technology (ICSSIT),2020
10,0,Invitation for human assessors,0,10.1109/iccsp48568.2020.9182098,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Efficient Detection and Reduction of Noise from Near-Infrared (NIR) Sensor and Improving the Spatial Resolution in Nano Sensor Applications,Wavelet change • as pursues • attractive reverberation • covariance lattice • sign to clamor • sign to commotion,2020 International Conference on Communication and Signal Processing (ICCSP),2020
10,0,Invitation for human assessors,0,10.1109/iccsp48568.2020.9182082,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Approaches for Video Dehazing,as pursues • casing picture~3 • convolutional neural system • highlight extraction • preparation information • profound convolutional,2020 International Conference on Communication and Signal Processing (ICCSP),2020
9,0,Invitation for human assessors,13,10.1109/icces51350.2021.9489030,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),CONCEAL FACE MASK RECOGNITION USING CONVOLUTIONAL NEURAL NETWORKS,affirmation exactness • facial highlights • high-exactness • maintain vector machine • profound model • profound learning AND deep learning,2021 6th International Conference on Communication and Electronics Systems (ICCES),2021
9,0,Invitation for human assessors,13,10.1109/icsns.2018.8573687,"suspect, tortured",proceeding,–,Institute of Electrical and Electronics Engineers (IEEE),Eshopping Scam Identification using Machine Learning,concealed layer • fake neural • shrouded layer • yield layer AND neural • profound learning AND deep learning • back proliferation AND neural,2018 International Conference on Soft-computing and Network Security (ICSNS),2018
